,id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minDHW,minTHW,minTTC,min_xVelocity,max_xVelocity,mean_xVelocity,min_yVelocity,max_yVelocity,mean_yVelocity,min_xAcceleration,max_xAcceleration,mean_xAcceleration,min_yAcceleration,max_yAcceleration,mean_yAcceleration,min_frontSightDistance,max_frontSightDistance,min_backSightDistance,max_backSightDistance,min_precedingXVelocity,max_precedingXVelocity,mean_laneId,numLaneChanges
110,111,3.64,1.72,1005,1307,303,1,2,410.87,42.89,1.36,-1.0,31.55,36.97,34.03,-0.05,1.0,0.35,0.23,0.59,0.45,-0.25,0.4,0.01,-1.16,408.28,3.33,412.78,0.0,38.5,6.54,1
111,112,5.05,2.02,1016,1342,327,1,1,408.55,48.43,1.65,16.95,-34.12,-28.42,-31.34,-0.16,0.24,-0.02,0.22,0.52,0.44,-0.08,0.11,0.02,-2.02,405.71,5.91,413.59,-30.29,0.0,3.0,0
112,113,5.05,1.92,1021,1316,296,1,2,411.17,15.48,0.53,24.38,29.01,40.42,34.87,-0.07,0.1,0.0,0.39,1.69,0.97,-0.07,0.04,-0.0,-1.77,408.08,3.54,413.39,0.0,36.67,6.0,0
113,114,4.95,1.92,1023,1454,432,1,1,409.56,18.15,0.81,25.65,-26.0,-22.08,-23.77,-0.13,0.05,-0.03,0.08,0.39,0.23,-0.04,0.05,0.01,-1.92,407.17,4.45,413.54,-25.12,0.0,2.0,0
114,115,4.75,2.02,1039,1475,437,1,1,410.21,12.02,0.46,55.11,-26.08,-22.13,-23.53,-0.07,0.21,-0.01,-0.17,0.44,0.23,-0.03,0.09,0.01,-2.17,407.63,3.99,413.69,-25.87,0.0,2.0,0
115,116,4.75,1.92,1042,1321,280,1,1,407.88,31.63,0.96,7.34,-40.89,-31.92,-36.57,-0.19,0.25,0.03,0.58,1.08,0.8,-0.16,0.17,0.02,-1.21,406.01,5.61,412.83,-35.22,0.0,4.0,0
116,117,4.95,2.02,1063,1427,365,1,2,402.3,47.85,1.85,15.81,25.65,34.41,27.65,-0.22,0.17,-0.03,-0.42,1.91,0.45,-0.1,0.14,-0.01,4.95,407.57,4.04,406.56,0.0,36.97,7.0,0
117,118,4.95,2.12,1072,1365,294,1,1,410.14,44.57,1.21,35.49,-36.84,-32.98,-35.0,-0.24,0.26,-0.08,0.0,0.59,0.33,-0.16,0.06,-0.02,-2.32,406.97,4.65,413.79,-40.03,0.0,4.0,0
118,119,4.95,1.92,1072,1501,430,1,1,409.3,18.28,0.8,15.85,-25.52,-22.38,-23.86,-0.11,0.28,0.02,-0.19,0.55,0.17,-0.08,0.12,0.01,-2.31,406.46,5.15,413.89,-25.54,0.0,2.0,0
119,120,13.85,2.5,1079,1436,358,0,1,407.37,9.25,0.34,-1.0,-30.74,-26.39,-28.54,-0.23,0.17,-0.0,0.28,0.34,0.3,-0.11,0.15,0.01,-6.06,402.02,9.6,417.58,-33.28,0.0,3.0,0
120,121,4.85,2.02,1105,1404,300,1,1,402.7,43.79,1.2,-1.0,-36.33,-30.89,-33.68,-0.83,0.2,-0.2,0.36,0.6,0.46,-0.27,0.08,-0.07,3.89,407.08,4.5,407.57,-36.69,0.0,3.9,1
121,122,4.85,1.92,1110,1463,354,1,2,402.57,31.36,1.11,18.93,27.49,31.99,28.52,-0.08,0.07,0.0,-0.21,1.12,0.27,-0.05,0.06,-0.0,4.04,406.92,4.69,407.57,0.0,34.41,7.0,0
122,123,4.75,2.02,1131,1447,317,1,1,409.77,16.89,0.54,4.35,-35.18,-30.05,-32.43,-0.21,0.69,0.28,0.29,0.55,0.41,-0.14,0.18,0.02,-1.71,407.22,4.35,413.28,-30.11,0.0,3.23,1
123,124,5.26,2.02,1154,1493,340,1,2,409.07,25.05,0.81,15.17,29.53,32.24,30.18,-0.14,0.17,-0.01,-0.16,0.72,0.18,-0.08,0.06,-0.02,-2.48,405.81,5.8,414.0,0.0,31.99,7.0,0
124,125,5.15,1.92,1159,1417,259,1,2,411.67,158.57,4.02,35.32,38.95,42.23,39.93,-0.04,0.14,0.04,0.0,0.81,0.32,-0.07,0.06,0.0,-1.57,408.48,3.11,413.17,0.0,40.42,6.0,0
125,126,4.95,1.92,1170,1489,320,1,1,410.12,47.6,1.53,47.93,-35.21,-30.63,-32.15,-0.2,0.08,-0.03,-0.34,0.71,0.28,-0.08,0.08,0.01,-1.57,407.38,4.19,413.18,-35.21,0.0,4.0,0
126,127,4.55,1.82,1210,1525,316,1,1,409.92,95.56,2.87,20.49,-36.43,-30.26,-32.55,-0.13,0.14,-0.01,0.17,1.07,0.49,-0.07,0.08,0.01,-1.41,407.62,3.94,412.98,-33.69,0.0,3.0,0
127,128,5.05,1.92,1219,1484,266,1,2,410.31,86.67,2.39,-1.0,36.27,41.11,38.73,-0.1,0.18,0.01,0.3,0.55,0.46,-0.06,0.05,-0.01,-2.32,406.67,4.93,413.94,0.0,42.23,6.0,0
128,129,4.75,1.92,1236,1535,300,1,2,402.04,62.32,1.77,19.21,31.56,36.13,33.63,-0.6,0.13,-0.08,0.25,0.58,0.38,-0.3,0.11,-0.03,3.84,406.21,5.41,407.69,0.0,32.24,7.0,0
129,130,4.14,1.92,1247,1563,317,1,1,408.69,37.56,1.16,18.74,-37.06,-29.28,-32.35,-0.27,0.2,0.01,0.14,0.94,0.61,-0.08,0.16,0.03,-1.31,406.72,4.9,412.93,-35.03,0.0,3.0,0
130,131,3.94,1.72,1270,1585,316,1,1,410.73,19.22,0.64,12.64,-36.43,-28.12,-32.61,-0.28,0.11,-0.02,0.1,1.1,0.66,-0.15,0.13,0.01,-1.77,408.18,3.44,413.39,-36.4,0.0,3.0,0
131,132,16.78,2.5,1294,1712,419,0,1,407.99,181.99,7.44,57.82,-26.27,-22.71,-24.41,-0.06,0.17,0.02,0.11,0.29,0.21,-0.06,0.03,-0.0,-8.59,400.55,11.07,420.21,-23.33,0.0,2.0,0
132,133,5.05,1.92,1296,1607,312,1,1,401.86,28.55,0.88,15.05,-35.05,-29.76,-32.32,-0.11,0.32,-0.0,0.28,0.53,0.42,-0.06,0.17,0.02,3.79,406.01,5.61,407.83,-36.29,0.0,3.0,0
133,134,4.45,1.92,1321,1621,301,1,2,410.14,105.78,3.21,-1.0,32.11,37.13,34.21,-0.13,0.53,0.04,0.02,0.61,0.42,-0.25,0.08,-0.04,-1.16,407.52,4.08,412.78,0.0,36.13,7.0,0
134,135,4.75,1.92,1323,1601,279,1,1,401.24,155.89,4.4,24.31,-39.21,-33.31,-36.1,-0.14,0.31,0.02,0.36,0.65,0.53,-0.1,0.17,0.02,4.04,405.66,5.91,407.57,-31.59,0.0,4.0,0
135,136,4.85,1.92,1339,1641,303,1,2,409.66,16.29,0.48,53.4,32.0,36.46,33.93,0.0,1.02,0.33,-0.12,0.7,0.37,-0.35,0.29,-0.02,-2.02,406.26,5.34,413.64,0.0,39.71,6.75,1
136,137,4.45,1.82,1344,1668,325,1,2,409.53,12.61,0.42,-1.0,28.93,34.56,31.62,-0.18,0.08,-0.03,0.22,0.51,0.43,-0.11,0.06,-0.01,-1.36,407.22,4.39,412.98,0.0,36.46,7.0,0
137,138,4.14,1.72,1370,1695,326,1,2,410.53,26.84,0.91,51.24,29.23,34.98,31.6,-0.09,1.25,0.21,-0.04,0.79,0.44,-0.33,0.03,-0.09,-1.11,408.38,3.23,412.73,0.0,29.42,7.96,1
138,139,4.45,1.82,1384,1665,282,1,2,411.27,24.17,0.75,-1.0,31.84,41.04,36.62,-0.01,0.14,0.04,0.54,0.98,0.82,-0.05,0.05,-0.0,-1.82,408.03,3.57,413.44,0.0,40.7,6.0,0
139,140,4.85,1.92,1384,1692,309,1,1,410.33,91.19,2.52,38.1,-36.2,-30.21,-33.31,-0.71,-0.0,-0.29,0.23,0.59,0.49,-0.28,0.12,-0.01,-1.82,407.63,3.94,413.44,-37.86,0.0,3.58,1
140,141,4.75,1.92,1401,1639,239,1,2,360.69,26.77,0.76,17.12,34.62,40.7,37.89,-0.12,0.09,0.02,0.51,0.99,0.64,-0.03,0.1,0.01,-1.52,357.35,54.15,413.13,0.0,41.11,6.0,0
141,142,17.38,2.5,1403,1833,431,0,2,410.64,19.91,0.87,-1.0,22.22,25.95,23.89,-0.09,0.05,-0.02,0.12,0.3,0.22,-0.02,0.03,0.0,-10.06,401.11,10.41,421.67,0.0,33.14,8.0,0
142,143,4.75,1.92,1405,1689,285,1,2,403.35,20.72,0.61,18.2,33.55,39.8,35.53,-0.12,0.18,0.01,0.04,1.09,0.55,-0.09,0.04,-0.02,3.94,407.63,3.87,407.68,0.0,41.04,6.0,0
143,144,4.9,1.92,1406,1737,332,1,2,410.33,38.71,1.27,-1.0,29.24,33.14,31.01,-0.11,0.84,0.33,-0.13,0.48,0.29,-0.17,0.31,0.01,-2.48,406.77,4.74,414.09,0.0,34.98,7.59,1
144,145,4.85,1.92,1426,1720,295,1,2,408.4,17.81,0.52,15.08,34.15,37.01,34.74,-0.15,0.14,0.01,-0.39,0.99,0.17,-0.08,0.09,0.01,-1.47,405.45,6.06,413.08,0.0,39.8,6.0,0
145,146,11.12,2.32,1430,1784,355,1,1,408.82,67.8,2.46,14.02,-31.09,-27.21,-28.89,-0.15,0.13,-0.0,0.09,0.36,0.27,-0.08,0.05,0.0,-4.75,403.38,8.14,416.37,-24.98,0.0,2.0,0
146,147,4.95,1.82,1432,1740,309,1,2,410.5,25.31,0.79,16.11,29.49,37.51,33.34,-0.09,0.13,0.0,0.45,0.76,0.65,-0.08,0.1,0.01,-1.72,407.63,3.89,413.34,0.0,34.56,7.0,0
147,148,17.38,2.5,1450,1872,423,0,2,410.65,22.85,0.89,102.96,22.61,26.11,24.34,-0.18,0.14,-0.0,0.07,0.28,0.21,-0.08,0.06,0.0,-9.95,401.01,10.61,421.57,0.0,25.95,8.0,0
148,149,4.75,1.92,1456,1827,372,1,1,409.3,27.79,0.89,83.67,-31.13,-25.1,-27.59,-0.28,0.07,-0.04,0.17,0.75,0.41,-0.04,0.08,0.02,-1.31,407.37,4.24,412.93,-30.8,0.0,2.0,0
149,150,4.75,1.92,1475,1783,309,1,1,408.37,115.21,3.45,36.3,-33.64,-32.58,-33.17,-0.15,0.13,-0.03,-0.15,0.47,0.02,-0.07,0.08,0.02,-1.11,406.21,5.31,412.73,-32.91,0.0,3.0,0
150,151,13.54,2.5,1509,1955,447,0,1,408.96,49.81,2.03,-1.0,-24.47,-20.97,-22.93,-0.1,0.07,-0.0,-0.07,0.37,0.19,-0.04,0.04,0.0,-6.82,402.79,8.79,418.44,-29.63,0.0,2.0,0
151,152,5.36,1.92,1512,1827,316,1,2,411.23,92.08,3.11,-1.0,29.57,35.95,32.66,-0.22,0.2,0.01,0.34,0.63,0.51,-0.18,0.15,0.02,-2.17,407.93,3.6,413.79,0.0,37.51,7.0,0
152,153,5.15,2.32,1514,1821,308,1,1,409.8,38.5,1.13,20.4,-35.9,-30.98,-33.38,-1.17,0.26,-0.29,0.24,0.49,0.4,-0.22,0.37,0.09,-2.12,406.61,4.95,413.74,-33.72,0.0,3.14,1
153,154,4.04,1.82,1521,1862,342,1,1,409.34,12.47,0.4,-1.0,-31.52,-29.16,-30.02,-0.24,0.18,-0.07,-0.02,0.47,0.17,-0.16,0.18,0.01,-1.11,407.47,4.09,412.73,-35.33,0.0,3.0,0
154,155,4.04,1.72,1530,1850,321,1,2,411.32,16.58,0.57,-1.0,29.1,35.97,32.14,-0.18,0.15,0.0,0.29,0.74,0.54,-0.12,0.11,-0.01,-1.97,408.28,3.24,413.59,0.0,35.95,7.0,0
155,156,4.85,1.82,1536,1811,276,1,1,409.43,26.0,0.7,17.79,-37.51,-36.61,-37.24,-0.06,0.21,0.03,-0.23,0.13,-0.06,-0.05,0.11,0.02,-1.26,407.06,4.5,412.88,-35.67,0.0,4.0,0
156,157,4.04,1.82,1537,1954,418,1,2,411.33,22.02,0.88,55.3,23.02,26.17,24.67,-0.18,0.1,0.01,-0.03,0.35,0.19,-0.08,0.09,0.01,-1.77,408.59,2.93,413.39,0.0,27.08,8.0,0
157,158,3.84,1.72,1540,1879,340,1,1,410.03,15.43,0.52,29.82,-31.84,-29.33,-30.25,-0.22,0.23,-0.01,-0.06,0.48,0.19,-0.14,0.12,0.01,-1.77,407.48,4.09,413.39,-31.43,0.0,3.0,0
158,159,17.28,2.5,1547,1925,379,0,2,376.0,37.8,1.54,136.7,23.41,27.08,24.88,-0.04,0.08,0.01,0.03,0.98,0.24,-0.04,0.07,0.0,-10.0,367.25,44.37,421.62,0.0,26.11,8.0,0
159,160,3.94,1.82,1562,1916,355,1,1,410.85,24.61,0.77,390.27,-31.64,-27.66,-29.03,-0.18,0.17,-0.0,0.08,0.52,0.28,-0.15,0.1,0.02,-1.77,408.28,3.33,413.39,-31.58,0.0,3.0,0
160,161,4.04,1.72,1583,1899,317,1,2,410.68,56.51,1.79,40.32,31.34,34.74,32.51,-0.09,0.12,0.0,-0.0,0.65,0.27,-0.08,0.06,-0.0,-1.57,408.28,3.33,413.18,0.0,35.97,7.0,0
161,162,4.95,2.12,1596,1952,357,1,1,409.98,34.61,1.16,47.81,-31.62,-27.54,-28.8,-0.08,0.16,0.05,0.02,0.69,0.29,-0.1,0.07,0.01,-1.77,407.42,4.19,413.39,-30.94,0.0,3.0,0
162,163,7.28,2.5,1623,2050,428,0,1,407.71,75.55,3.35,32.6,-26.82,-21.2,-23.88,-0.17,0.11,0.02,0.13,0.61,0.33,-0.03,0.04,0.01,-2.88,405.81,5.81,414.5,-23.72,0.0,2.0,0
163,164,4.75,2.02,1632,1922,291,1,1,409.59,137.24,3.75,-1.0,-36.69,-33.21,-35.32,-0.17,0.14,0.01,-0.17,0.45,0.29,-0.09,0.11,0.01,-1.16,407.37,4.24,412.78,-37.51,0.0,4.0,0
164,165,4.35,1.92,1658,1957,300,1,1,410.77,33.66,0.95,197.68,-35.31,-33.13,-34.36,-0.24,0.25,-0.01,-0.09,0.4,0.18,-0.09,0.19,0.02,-2.17,407.52,4.09,413.79,-36.69,0.0,4.0,0
165,166,5.56,2.32,1672,1985,314,1,1,410.51,34.16,1.12,10.63,-35.07,-30.28,-32.8,-0.2,0.21,-0.01,0.14,0.66,0.38,-0.09,0.12,0.01,-2.37,407.27,4.35,413.99,-29.92,0.0,3.0,0
166,167,4.04,1.72,1679,1915,237,1,2,372.4,307.64,8.2,352.71,36.33,42.78,39.44,-0.09,0.14,0.05,0.57,0.99,0.69,-0.05,0.08,0.0,-1.11,369.63,41.99,412.73,0.0,37.01,6.0,0
167,168,3.03,1.82,1700,2046,347,1,1,405.24,10.12,0.36,1.67,-31.6,-26.96,-29.29,-0.06,0.89,0.25,0.08,0.46,0.34,-0.15,0.29,0.04,3.18,408.79,2.83,408.43,-25.86,0.0,2.15,1
168,169,17.28,2.5,1723,2149,427,0,2,410.27,159.06,7.03,-1.0,22.53,26.12,24.09,-0.08,0.11,0.01,-0.14,0.28,0.21,-0.04,0.06,-0.01,-9.3,401.31,10.31,420.91,0.0,26.17,8.0,0
169,170,3.74,1.72,1729,2064,336,1,2,410.36,179.22,6.33,-1.0,28.3,33.54,30.64,-0.06,0.13,0.04,0.08,0.5,0.39,-0.03,0.08,0.0,-1.31,407.83,3.79,412.93,0.0,34.74,7.0,0
170,171,7.38,2.32,1753,2056,304,1,1,400.61,8.09,0.27,3.09,-35.7,-29.05,-33.07,-0.07,0.29,0.09,0.29,1.22,0.55,-0.05,0.12,0.01,4.8,405.81,5.81,406.82,-34.34,0.0,3.0,0
171,172,3.94,1.72,1753,2176,424,1,2,411.03,23.73,0.95,122.53,22.66,26.27,24.3,-0.13,0.12,-0.0,0.11,0.29,0.21,-0.05,0.06,0.0,-1.62,408.43,3.18,413.23,0.0,26.12,8.0,0
172,173,4.75,1.82,1760,2102,343,1,2,410.97,30.52,1.09,-1.0,27.89,32.41,30.06,-0.11,0.19,0.02,0.13,0.53,0.33,-0.08,0.11,-0.0,-2.37,407.63,3.99,413.99,0.0,33.54,7.0,0
173,174,4.55,1.92,1776,2030,255,1,1,408.67,106.22,2.76,16.41,-44.05,-36.76,-40.24,-0.04,0.18,0.02,0.45,0.96,0.72,-0.08,0.05,-0.0,-1.16,406.67,4.95,412.78,-34.79,0.0,4.0,0
174,175,4.85,1.92,1785,2132,348,1,2,410.61,23.47,0.85,-1.0,27.53,32.13,29.6,-0.06,0.1,0.02,0.15,0.47,0.33,-0.07,0.05,-0.0,-1.77,408.03,3.59,413.39,0.0,32.41,7.0,0
175,176,5.15,1.92,1799,2109,311,1,2,411.11,215.16,7.3,-1.0,29.45,36.34,33.17,-0.36,0.05,-0.06,0.44,0.8,0.55,-0.05,0.16,0.02,-2.37,407.42,4.19,413.99,0.0,42.78,6.0,0
176,177,19.71,2.5,1823,2227,405,0,1,406.24,129.68,4.79,41.95,-27.03,-23.74,-25.15,-0.13,0.18,0.01,-0.02,0.31,0.2,-0.06,0.09,0.01,-9.8,398.88,12.73,421.42,-29.94,0.0,2.0,0
177,178,4.35,1.82,1823,2260,438,1,2,410.76,59.14,2.72,-1.0,21.69,26.29,23.51,-0.18,0.09,0.0,-0.11,0.59,0.26,-0.08,0.06,0.0,-2.12,407.52,4.09,413.74,0.0,26.27,8.0,0
178,179,4.85,2.02,1841,2103,263,1,1,410.25,100.91,2.57,72.65,-42.2,-34.91,-39.16,-0.09,0.11,-0.0,0.3,1.06,0.7,-0.08,0.05,0.01,-1.67,407.68,3.94,413.28,-42.27,0.0,4.0,0
179,180,17.38,2.5,1843,2245,403,0,2,409.42,45.57,1.96,-1.0,23.23,27.36,25.47,-0.08,0.17,0.03,0.15,0.47,0.26,-0.1,0.05,-0.0,-9.45,401.36,10.26,421.07,0.0,32.13,7.0,0
180,181,4.75,1.82,1867,2270,404,1,2,409.24,16.95,0.75,148.8,22.61,27.36,25.4,-0.12,0.13,0.05,0.09,0.56,0.29,-0.1,0.09,0.0,-2.43,406.01,5.61,414.04,0.0,27.36,7.0,0
181,182,4.75,1.92,1874,2195,322,1,1,408.8,155.54,4.74,65.99,-34.46,-29.4,-31.85,-0.16,0.17,0.03,0.22,0.5,0.39,-0.06,0.11,0.0,-1.21,406.87,4.75,412.83,-33.64,0.0,3.0,0
182,183,4.65,1.92,1895,2309,415,1,2,411.63,46.9,1.83,25.45,24.16,27.29,24.87,-0.22,0.18,0.01,-0.16,0.64,0.18,-0.14,0.06,-0.01,-2.37,408.54,3.08,413.99,0.0,26.29,8.0,0
183,184,7.07,2.22,1928,2218,291,1,2,412.29,154.6,4.27,1882.52,32.83,38.37,35.56,-0.18,0.11,-0.04,0.41,0.52,0.48,-0.11,0.08,-0.0,-3.39,407.02,4.6,415.0,0.0,36.34,6.0,0
184,185,4.65,2.02,1953,2289,337,1,1,408.86,11.13,0.38,1368.87,-32.59,-28.56,-30.43,-0.17,0.13,-0.01,0.14,0.42,0.3,-0.03,0.06,0.02,-1.87,406.06,5.56,413.49,-35.87,0.0,3.0,0
185,186,8.69,2.5,1979,2405,427,0,1,407.15,152.67,6.05,307.72,-25.67,-22.34,-23.9,-0.17,0.07,-0.03,0.01,0.33,0.2,-0.04,0.07,0.01,-4.55,404.14,7.48,416.17,-25.5,0.0,2.0,0
186,187,4.75,2.02,1982,2257,276,1,1,408.97,215.72,5.53,103.53,-40.35,-35.23,-37.2,-0.11,0.18,0.01,0.14,0.92,0.46,-0.12,0.09,-0.01,-2.32,405.65,5.96,413.94,-39.18,0.0,4.0,0
187,188,4.45,1.92,1983,2252,270,1,2,411.38,51.11,1.28,8.03,37.07,40.45,38.27,-0.9,-0.03,-0.31,0.05,0.67,0.31,-0.06,0.24,0.06,-1.77,408.48,3.13,413.39,0.0,38.37,6.07,1
188,189,4.75,2.02,1995,2263,269,1,1,402.54,12.07,0.33,12.48,-40.58,-35.73,-37.56,-1.29,0.07,-0.26,0.02,1.08,0.45,-0.42,0.09,-0.11,4.09,407.07,4.55,407.52,-40.12,0.0,3.91,1
189,190,4.35,1.82,1997,2331,335,1,1,409.85,41.14,1.37,19.81,-34.69,-26.55,-30.69,-0.18,0.27,0.0,0.36,0.76,0.61,-0.17,0.08,0.01,-1.26,408.03,3.59,412.88,-32.12,0.0,3.0,0
190,191,5.05,2.02,2017,2289,273,1,1,407.69,24.14,0.66,14.99,-39.81,-35.35,-37.49,-0.1,0.18,0.03,-0.19,1.04,0.39,-0.08,0.08,-0.02,-1.36,405.25,6.37,412.98,-40.19,0.0,4.0,0
191,192,4.45,1.82,2018,2290,273,1,2,402.11,57.81,1.6,10.5,33.9,41.4,36.98,-0.69,-0.02,-0.35,0.34,1.07,0.69,-0.22,0.15,0.01,4.85,407.32,4.3,406.77,0.0,40.45,6.39,1
192,193,4.45,2.02,2037,2351,315,1,1,402.61,20.77,0.66,8.53,-34.75,-31.09,-32.07,-0.16,0.56,0.2,-0.11,0.75,0.28,-0.1,0.19,0.03,4.24,407.27,4.35,407.37,-35.76,0.0,3.16,1
193,194,4.95,2.02,2038,2407,370,1,2,411.07,109.3,3.84,43.5,26.62,29.89,27.86,-0.15,0.16,0.02,0.11,0.43,0.22,-0.05,0.07,0.0,-2.27,407.98,3.64,413.89,0.0,27.29,8.0,0
194,195,8.19,2.5,2054,2473,420,0,1,408.01,54.02,2.33,50.86,-26.22,-22.86,-24.35,-0.1,0.17,0.02,0.07,0.31,0.2,-0.07,0.08,0.0,-4.19,405.05,6.57,415.81,-25.2,0.0,2.0,0
195,196,4.55,1.92,2055,2324,270,1,2,403.78,45.75,1.19,7.79,35.37,39.73,37.54,-0.7,0.12,-0.28,0.18,0.77,0.4,-0.21,0.04,-0.07,4.14,408.28,3.33,407.47,0.0,41.4,6.77,1
196,197,4.85,2.02,2063,2332,270,1,1,409.31,56.29,1.56,26.57,-41.65,-35.58,-38.05,-0.07,0.21,0.03,0.13,0.85,0.56,-0.06,0.08,0.02,-1.57,406.72,4.9,413.18,-39.09,0.0,4.0,0
197,198,4.35,1.92,2072,2385,314,1,1,402.98,35.28,1.11,15.99,-35.82,-29.48,-32.2,-0.13,0.46,0.02,0.05,0.92,0.51,-0.05,0.23,0.04,4.04,407.42,4.19,407.57,-34.0,0.0,3.0,0
198,199,4.14,1.82,2086,2364,279,1,2,409.34,38.62,1.12,13.9,34.27,39.9,36.83,-0.13,0.16,-0.02,0.36,0.64,0.51,-0.09,0.08,0.0,-0.86,407.32,4.3,412.48,0.0,39.0,7.0,0
199,200,4.14,1.82,2124,2463,340,1,1,409.93,69.44,2.13,-1.0,-32.58,-27.95,-30.24,-0.17,0.21,-0.0,0.08,0.49,0.34,-0.1,0.12,0.01,-1.26,407.78,3.84,412.88,-34.53,0.0,3.0,0
200,201,4.65,1.82,2136,2429,294,1,2,410.19,65.45,2.0,-1.0,32.76,37.75,35.03,-0.11,0.09,-0.01,0.22,0.54,0.43,-0.06,0.08,0.0,-1.26,407.78,3.84,412.88,0.0,39.9,7.0,0
201,202,5.86,2.32,2154,2434,281,1,1,409.31,100.36,2.86,21.33,-39.74,-33.79,-36.56,-0.15,0.18,-0.02,0.27,0.72,0.53,-0.09,0.08,-0.02,-2.63,405.55,6.06,414.24,-39.03,0.0,4.0,0
202,203,17.28,2.5,2168,2572,405,0,1,407.34,76.6,3.16,43.26,-27.24,-23.5,-25.22,-0.12,0.06,-0.0,0.15,0.31,0.23,-0.05,0.07,0.01,-8.44,399.29,12.33,420.06,-25.12,0.0,2.0,0
203,204,4.04,1.82,2178,2473,296,1,1,404.42,24.5,0.74,5.57,-37.03,-32.07,-34.29,-0.06,0.89,0.3,0.22,0.58,0.42,-0.19,0.35,0.04,3.59,408.38,3.23,408.03,-34.08,0.0,3.23,1
204,205,10.41,2.5,2199,2629,431,0,2,409.54,162.63,7.37,-1.0,22.06,25.84,23.82,-0.11,0.19,0.05,0.14,0.28,0.22,-0.07,0.06,-0.02,-5.31,405.05,6.57,416.92,0.0,29.89,8.0,0
205,206,4.95,1.92,2203,2469,267,1,2,410.02,215.73,5.78,-1.0,35.65,41.73,38.56,-0.16,0.11,-0.01,0.31,0.82,0.57,-0.11,0.1,-0.02,-1.21,407.32,4.3,412.83,0.0,40.22,6.0,0
206,207,17.38,2.5,2218,2622,405,0,2,409.75,32.38,1.31,-1.0,23.41,27.51,25.37,-0.21,0.1,-0.02,0.2,0.33,0.25,-0.14,0.08,-0.01,-9.45,401.61,10.0,421.07,0.0,39.32,7.0,0
207,208,4.55,1.82,2220,2509,290,1,2,410.83,20.25,0.62,-1.0,32.64,38.24,35.56,-0.18,0.94,0.36,0.22,0.69,0.48,-0.27,0.27,0.0,-1.26,408.33,3.28,412.88,0.0,38.66,6.55,1
208,209,4.55,1.82,2263,2533,271,1,2,402.23,40.2,1.03,31.51,35.3,39.32,37.27,-0.91,1.24,0.2,0.05,0.62,0.37,-0.36,0.36,0.13,4.3,406.87,4.75,407.32,0.0,41.73,6.18,1
209,210,4.55,1.92,2284,2589,306,1,1,410.41,137.61,3.9,30.13,-37.53,-30.9,-33.65,-0.81,0.21,-0.15,0.26,0.9,0.54,-0.13,0.18,0.06,-2.02,407.42,4.19,413.64,-34.92,0.0,3.0,0
210,211,5.05,2.02,2294,2571,278,1,2,403.42,4.19,0.12,3.66,34.01,39.34,36.43,-0.88,0.94,-0.14,0.26,0.6,0.48,-0.29,0.32,0.09,4.4,408.23,3.39,407.22,0.0,46.06,6.28,1
211,212,5.46,2.12,2297,2545,249,1,2,411.68,19.04,0.43,3.93,38.8,46.06,41.53,-0.14,0.24,0.05,0.01,1.08,0.73,-0.05,0.07,0.02,-2.53,407.63,3.99,414.14,0.0,38.85,6.0,0
212,213,4.24,1.82,2311,2648,338,1,1,409.56,23.34,0.81,-1.0,-33.48,-28.38,-30.39,-0.17,0.22,-0.01,0.17,0.71,0.38,-0.15,0.12,0.0,-1.31,407.37,4.24,412.93,-36.96,0.0,3.0,0
213,214,4.85,2.02,2312,2592,281,1,1,409.53,153.63,4.26,34.66,-39.77,-33.54,-36.58,-0.18,0.18,0.0,0.36,0.67,0.56,-0.09,0.1,0.0,-1.92,406.51,5.1,413.54,-35.95,0.0,4.0,0
214,215,5.26,2.12,2333,2616,284,1,1,402.01,28.24,0.73,-1.0,-38.3,-32.46,-35.53,-0.87,0.24,-0.14,0.23,0.67,0.52,-0.27,0.12,-0.07,4.24,406.61,5.0,407.37,-39.44,0.0,3.96,1
215,216,4.75,1.92,2341,2675,335,1,1,410.2,25.15,0.87,17.56,-33.79,-28.1,-30.72,-0.17,0.2,0.01,0.13,0.7,0.43,-0.1,0.07,0.01,-2.07,407.27,4.35,413.69,-32.71,0.0,3.0,0
216,217,10.51,2.5,2342,2757,416,0,2,408.24,117.45,4.91,-1.0,22.92,27.13,24.61,-0.14,0.13,-0.01,0.11,0.4,0.25,-0.08,0.06,-0.0,-5.61,404.09,7.53,417.23,0.0,25.84,8.0,0
217,218,4.55,1.82,2406,2689,284,1,1,408.36,89.46,2.56,41.0,-38.3,-34.33,-36.09,-0.16,0.17,-0.02,-0.03,0.6,0.35,-0.15,0.09,0.01,-1.21,405.96,5.66,412.83,-37.05,0.0,4.0,0
218,219,17.28,2.5,2414,2832,419,0,2,411.14,49.47,2.13,-1.0,23.16,26.92,24.61,-0.08,0.1,0.01,0.0,0.41,0.22,-0.05,0.05,0.01,-9.85,401.01,10.61,421.47,0.0,27.13,8.0,0
219,220,5.26,2.02,2415,2685,271,1,2,412.05,163.43,4.37,-1.0,35.33,41.53,38.18,-0.14,0.22,0.04,0.43,0.72,0.57,-0.09,0.15,0.01,-2.83,407.78,3.84,414.45,0.0,39.34,6.0,0
